set_piece_type,delivery_type,delivery_zone,defensive_scheme,num_defenders_box,num_attackers_box,aerial_threat,second_ball_runners,near_post_decoy,gk_screen,blocker_action,taker_foot_matches,runner_from_deep,overload_far_post,second_wave_runner,quick_delivery,dummy_run,xg,second_ball_won
throw_in,straight,edge_box,Deep Zonal,10,4,6,2,0,1,0,0,1,0,1,0,0,0.0978,1
corner,lofted,edge_box,Hybrid,5,3,5,4,0,0,0,0,1,0,0,0,1,0.0637,0
goal_kick,inswinger,edge_box,Hybrid,9,2,10,3,0,1,1,1,1,0,0,1,0,0.1337,1
free_kick_wide,long,penalty_spot,Man-to-Man,7,2,1,0,0,0,0,1,0,0,1,0,0,0.0965,0
corner,driven,far_post,High Zonal,3,5,5,1,0,0,0,1,1,1,0,0,0,0.1255,1
play_restart,inswinger,far_post,Man-to-Man,8,6,8,1,0,0,0,1,0,1,0,0,1,0.1295,1
corner,long,edge_box,Man-to-Man,3,6,5,3,0,1,0,1,1,0,0,0,0,0.1285,0
corner,straight,central,Deep Zonal,4,7,3,3,0,0,0,1,0,0,0,0,0,0.149,1
corner,driven,far_post,Man-to-Man,7,5,10,0,1,1,0,1,0,0,1,1,0,0.1984,0
corner,lofted,near_post,Man-to-Man,3,4,4,3,1,0,1,0,0,0,0,0,0,0.1333,1
corner,driven,edge_box,Man-to-Man,6,3,10,3,0,0,0,1,1,1,1,0,0,0.1476,1
corner,inswinger,near_post,Man-to-Man,9,3,9,1,0,0,1,1,1,0,1,0,0,0.1591,1
corner,long,wide_channel,Hybrid,8,3,7,0,0,0,1,1,0,0,1,0,0,0.0566,1
corner,lofted,near_post,High Zonal,3,7,8,0,0,0,0,1,0,0,1,1,0,0.1813,0
throw_in,short,far_post,High Zonal,4,4,6,3,0,0,1,1,0,0,1,0,0,0.0832,1
throw_in,short,central,High Zonal,11,2,7,1,1,0,0,1,0,0,0,1,0,0.0913,1
free_kick_wide,inswinger,central,High Zonal,11,2,3,0,0,0,0,1,0,0,0,1,0,0.1044,0
free_kick_wide,driven,central,Deep Zonal,11,1,1,2,1,0,0,1,1,0,0,0,0,0.0857,1
free_kick_central,inswinger,edge_box,High Zonal,7,6,7,3,1,0,0,1,1,0,0,1,1,0.174,1
kick_off,outswinger,near_post,High Zonal,6,2,9,2,1,0,0,0,0,1,0,0,1,0.1176,1
goal_kick,lofted,central,Man-to-Man,9,1,9,2,1,0,0,1,0,0,0,0,0,0.1204,0
corner,lofted,near_post,Hybrid,11,3,8,1,0,0,0,0,0,0,0,1,0,0.0601,1
corner,lofted,central,Hybrid,4,4,10,2,0,0,0,1,1,1,0,1,0,0.1766,0
corner,straight,wide_channel,High Zonal,11,7,6,2,0,1,0,1,1,1,1,1,1,0.1119,1
corner,inswinger,far_post,High Zonal,8,7,2,3,0,0,1,1,0,0,1,0,0,0.0963,1
penalty,straight,edge_box,Man-to-Man,4,2,3,3,0,0,0,1,1,0,1,0,1,0.7447,0
free_kick_wide,inswinger,far_post,Hybrid,10,4,3,4,0,0,1,0,0,0,0,1,0,0.0879,1
corner,driven,far_post,Hybrid,3,6,10,1,1,0,0,0,0,0,1,0,0,0.126,1
free_kick_wide,short,six_yard,Deep Zonal,3,6,9,0,0,0,1,1,1,0,0,1,0,0.1865,1
free_kick_central,straight,near_post,High Zonal,6,4,8,0,0,0,1,0,0,0,0,0,0,0.141,0
corner,inswinger,six_yard,Hybrid,7,2,9,3,1,1,0,0,0,0,0,1,0,0.1709,1
goal_kick,straight,far_post,Deep Zonal,6,6,4,2,0,0,0,1,1,0,1,0,1,0.0616,1
corner,driven,central,Deep Zonal,5,4,8,2,0,0,1,1,0,1,0,0,0,0.1562,0
play_restart,long,wide_channel,Deep Zonal,8,2,2,3,0,0,1,0,0,1,0,0,1,0.0499,0
corner,inswinger,central,Hybrid,7,5,2,3,0,0,0,0,0,1,0,1,1,0.1506,1
goal_kick,inswinger,wide_channel,Deep Zonal,4,7,7,4,1,0,1,1,1,0,0,0,0,0.1425,1
kick_off,straight,wide_channel,Man-to-Man,10,7,8,4,1,0,0,0,1,1,1,0,0,0.0846,1
play_restart,inswinger,central,Man-to-Man,5,7,6,3,1,0,1,0,1,0,1,0,0,0.1614,1
goal_kick,lofted,central,Hybrid,9,5,5,3,0,1,1,0,1,0,0,0,0,0.119,1
goal_kick,long,six_yard,Hybrid,6,6,7,4,1,0,1,0,0,0,1,1,0,0.1331,1
throw_in,inswinger,central,Man-to-Man,9,2,4,0,1,0,0,1,1,0,0,0,0,0.1177,1
goal_kick,driven,edge_box,High Zonal,5,3,3,4,1,0,0,1,1,0,0,0,1,0.0775,1
corner,straight,near_post,Deep Zonal,4,2,3,2,0,1,0,0,1,0,0,1,1,0.1574,1
free_kick_central,outswinger,central,Man-to-Man,3,1,4,1,0,0,0,1,0,0,0,0,0,0.1673,0
free_kick_central,short,far_post,Hybrid,10,6,4,2,0,0,0,0,0,0,0,0,0,0.058,1
goal_kick,inswinger,edge_box,Hybrid,9,4,2,4,0,0,0,1,0,1,0,0,0,0.0527,1
free_kick_central,straight,edge_box,Deep Zonal,8,4,6,0,1,0,0,1,0,1,0,0,0,0.1434,0
free_kick_wide,driven,penalty_spot,Man-to-Man,8,1,5,0,1,0,0,0,1,0,1,0,1,0.2085,0
throw_in,lofted,central,Deep Zonal,3,2,2,3,1,0,0,0,1,1,0,1,0,0.1212,1
corner,outswinger,far_post,Man-to-Man,6,1,10,3,0,0,0,1,0,0,0,1,0,0.1402,0
corner,short,central,Deep Zonal,10,4,6,3,0,0,0,0,0,0,0,0,0,0.085,1
free_kick_central,outswinger,central,Man-to-Man,5,5,2,4,1,0,0,1,1,1,0,1,0,0.1949,1
free_kick_wide,short,central,Hybrid,3,1,1,3,0,0,0,1,0,1,0,0,0,0.117,1
corner,outswinger,penalty_spot,Hybrid,10,5,1,4,0,0,0,0,0,1,0,0,1,0.109,1
free_kick_wide,short,central,Man-to-Man,3,1,5,0,0,1,0,0,0,1,0,0,1,0.1404,1
free_kick_wide,inswinger,near_post,Hybrid,9,6,3,1,1,1,1,0,0,0,0,0,0,0.1452,0
free_kick_wide,lofted,edge_box,High Zonal,10,7,10,3,0,0,0,1,0,1,0,0,1,0.1368,1
free_kick_wide,driven,near_post,High Zonal,9,5,5,4,0,0,1,0,0,0,0,0,1,0.1355,1
throw_in,outswinger,wide_channel,Hybrid,3,4,8,1,1,0,0,1,1,1,0,1,0,0.1466,1
corner,driven,central,Man-to-Man,11,6,3,2,1,1,0,1,0,0,1,1,0,0.1243,1
play_restart,inswinger,near_post,Deep Zonal,3,2,1,1,0,0,1,0,1,1,1,0,0,0.076,1
kick_off,long,six_yard,Man-to-Man,10,7,4,4,0,0,0,1,0,1,0,0,0,0.1356,1
free_kick_central,outswinger,penalty_spot,High Zonal,3,7,7,2,0,1,1,1,1,0,1,0,0,0.2371,1
free_kick_wide,inswinger,six_yard,High Zonal,7,5,8,0,0,0,0,1,0,0,0,0,0,0.1382,1
free_kick_central,long,far_post,High Zonal,10,7,2,2,0,0,1,1,0,1,0,0,1,0.1069,1
goal_kick,straight,central,Man-to-Man,5,3,3,1,0,0,0,0,1,0,1,0,0,0.1225,1
throw_in,short,edge_box,High Zonal,3,7,5,2,1,1,0,0,0,0,1,0,1,0.1169,1
goal_kick,short,far_post,High Zonal,3,1,4,1,1,0,0,1,0,0,0,0,0,0.0509,1
free_kick_central,inswinger,penalty_spot,Man-to-Man,6,6,3,4,0,0,0,0,0,0,0,1,0,0.1641,0
throw_in,inswinger,central,Man-to-Man,6,3,10,4,0,0,0,1,0,1,0,0,0,0.1308,1
corner,short,central,Deep Zonal,4,7,10,0,0,0,1,1,0,1,0,0,1,0.2119,1
throw_in,short,near_post,Man-to-Man,7,4,4,1,0,0,0,0,0,0,1,1,0,0.0838,1
corner,inswinger,edge_box,High Zonal,6,2,1,2,0,0,0,0,0,0,1,1,1,0.091,1
throw_in,straight,central,Deep Zonal,8,3,4,4,0,0,0,1,0,1,1,0,1,0.1013,0
kick_off,short,wide_channel,Deep Zonal,5,7,9,1,0,1,1,1,1,0,1,0,0,0.131,1
corner,long,central,Deep Zonal,5,6,9,3,0,0,1,0,0,1,1,0,0,0.195,0
throw_in,driven,far_post,Hybrid,10,3,8,0,1,1,0,0,0,0,1,0,0,0.1018,1
corner,straight,central,High Zonal,10,2,7,4,0,1,0,1,0,1,1,0,1,0.1395,0
throw_in,short,edge_box,Man-to-Man,9,1,4,1,0,1,0,1,1,0,0,1,0,0.1121,0
corner,short,six_yard,Deep Zonal,6,1,5,1,0,0,1,0,0,0,1,1,1,0.0964,1
play_restart,outswinger,far_post,Deep Zonal,10,1,9,3,0,0,0,0,0,0,1,0,1,0.0736,1
corner,inswinger,central,High Zonal,6,3,3,3,0,0,0,1,0,0,0,0,0,0.1036,1
play_restart,inswinger,edge_box,Man-to-Man,9,2,5,2,0,0,0,0,1,1,0,1,0,0.0905,1
goal_kick,driven,central,High Zonal,9,1,9,4,0,1,1,1,1,1,0,0,0,0.1493,1
throw_in,outswinger,penalty_spot,High Zonal,5,6,7,2,0,0,1,1,1,0,0,0,0,0.1614,1
goal_kick,short,edge_box,Deep Zonal,8,7,2,2,0,1,0,1,0,0,0,0,0,0.055,1
goal_kick,short,central,Hybrid,4,7,8,2,0,1,0,0,0,0,0,0,1,0.1265,1
play_restart,straight,edge_box,High Zonal,6,6,1,0,1,1,0,1,1,1,0,0,1,0.0923,1
corner,driven,edge_box,High Zonal,7,1,3,1,1,0,0,1,1,1,1,0,1,0.1357,0
throw_in,long,near_post,Deep Zonal,8,2,10,3,0,1,0,0,0,0,1,1,1,0.0885,1
corner,inswinger,central,High Zonal,6,6,1,0,0,0,0,1,1,0,0,0,0,0.1407,1
throw_in,driven,far_post,Man-to-Man,9,1,2,3,1,1,1,0,0,1,0,0,0,0.1364,1
corner,short,edge_box,Deep Zonal,8,6,9,2,0,0,1,1,0,0,0,0,0,0.0892,1
penalty,outswinger,penalty_spot,Man-to-Man,10,1,7,3,0,0,0,1,1,1,0,0,0,0.779,1
penalty,long,far_post,High Zonal,3,1,3,4,1,0,0,1,0,0,0,1,1,0.7151,0
free_kick_central,long,central,High Zonal,7,6,4,2,0,0,0,0,1,1,0,0,0,0.2122,1
free_kick_central,outswinger,near_post,High Zonal,9,6,10,3,0,0,0,1,0,0,1,1,0,0.1494,1
goal_kick,lofted,near_post,Man-to-Man,6,1,7,3,1,0,0,1,1,0,0,1,0,0.0924,1
goal_kick,short,central,Man-to-Man,5,1,4,1,0,0,0,0,0,1,1,0,1,0.0367,0
free_kick_central,short,near_post,High Zonal,8,7,2,1,0,0,0,0,0,0,0,0,1,0.1301,1
throw_in,inswinger,near_post,Deep Zonal,7,2,5,2,0,0,0,1,1,1,0,1,0,0.1058,1
play_restart,outswinger,penalty_spot,Man-to-Man,6,7,4,0,1,0,1,1,0,0,0,0,0,0.1586,0
corner,straight,penalty_spot,High Zonal,11,4,5,2,1,0,0,1,0,0,0,0,0,0.1246,0
corner,short,near_post,High Zonal,6,7,1,4,0,0,1,1,1,1,0,0,1,0.128,1
corner,short,penalty_spot,Man-to-Man,4,7,5,4,0,1,1,1,0,1,0,1,1,0.2449,1
throw_in,long,near_post,Man-to-Man,3,5,3,3,0,1,0,1,1,1,1,0,0,0.1288,0
free_kick_wide,outswinger,central,Man-to-Man,4,1,10,0,0,0,1,0,1,1,0,1,0,0.1827,0
goal_kick,long,wide_channel,Deep Zonal,7,7,3,4,0,0,0,1,1,1,1,1,1,0.0336,1
throw_in,driven,far_post,Hybrid,4,3,3,0,1,0,0,0,0,0,1,0,0,0.0959,0
free_kick_wide,long,near_post,High Zonal,3,2,4,2,1,0,1,0,1,0,0,1,0,0.1444,1
kick_off,driven,central,High Zonal,6,5,7,4,1,1,0,1,0,0,0,1,1,0.1775,1
goal_kick,driven,edge_box,Man-to-Man,5,3,8,3,0,0,0,1,0,0,0,1,0,0.1047,1
corner,inswinger,central,Hybrid,7,6,3,0,0,0,0,1,1,0,1,1,0,0.1518,1
free_kick_wide,long,wide_channel,High Zonal,3,2,7,2,1,0,0,1,1,0,0,0,0,0.1101,1
free_kick_wide,lofted,far_post,Man-to-Man,11,7,2,4,1,0,0,0,1,0,1,0,1,0.1055,1
corner,short,near_post,Hybrid,11,1,2,2,0,1,0,0,0,0,0,0,0,0.0642,1
corner,outswinger,penalty_spot,Man-to-Man,10,4,3,2,0,0,0,0,0,0,0,0,0,0.0999,0
play_restart,lofted,edge_box,Hybrid,4,7,7,1,1,0,1,1,1,0,0,0,0,0.1492,1
free_kick_wide,inswinger,far_post,Deep Zonal,9,6,6,2,0,0,0,0,0,0,0,0,0,0.0944,0
free_kick_wide,outswinger,wide_channel,Hybrid,3,6,5,2,1,0,1,1,0,0,0,0,1,0.1565,1
throw_in,inswinger,wide_channel,Deep Zonal,9,5,7,0,1,0,0,0,0,0,0,0,0,0.0385,0
penalty,straight,near_post,Deep Zonal,10,4,2,4,0,0,1,0,0,0,0,1,1,0.7545,0
play_restart,straight,near_post,High Zonal,5,2,3,4,0,1,0,1,1,0,1,1,0,0.1125,1
goal_kick,straight,central,Hybrid,7,3,8,0,0,0,0,0,1,0,0,1,0,0.0882,1
free_kick_central,lofted,penalty_spot,Man-to-Man,11,5,10,0,1,0,0,1,1,0,1,0,0,0.1957,1
free_kick_wide,straight,penalty_spot,Hybrid,4,3,1,3,0,0,0,0,0,0,0,0,0,0.1043,1
play_restart,short,central,Man-to-Man,7,3,4,2,0,0,1,0,1,0,1,0,0,0.11,1
throw_in,driven,wide_channel,Deep Zonal,5,5,9,3,0,0,0,1,1,0,0,0,0,0.0959,1
play_restart,driven,central,High Zonal,4,5,9,0,0,1,1,1,0,0,0,0,0,0.1775,1
corner,outswinger,six_yard,Man-to-Man,9,4,3,3,1,1,0,1,0,0,0,0,0,0.1338,1
goal_kick,inswinger,six_yard,Deep Zonal,11,2,1,0,0,1,1,0,0,0,1,0,1,0.0681,1
throw_in,short,near_post,Man-to-Man,8,2,6,0,0,0,1,1,1,0,0,0,0,0.0776,1
corner,driven,central,Hybrid,7,2,7,3,0,1,1,0,1,0,0,1,1,0.201,1
throw_in,short,central,Man-to-Man,7,3,3,1,1,0,0,1,0,0,0,1,1,0.0862,1
throw_in,outswinger,wide_channel,Deep Zonal,4,7,4,1,0,0,0,1,0,0,1,0,1,0.0541,1
corner,long,central,Hybrid,4,3,7,4,0,0,1,0,1,1,0,0,0,0.1545,1
free_kick_central,long,six_yard,Man-to-Man,9,7,6,3,0,0,1,0,0,0,0,1,0,0.157,1
goal_kick,short,far_post,Deep Zonal,8,4,3,1,0,1,0,1,1,1,0,0,0,0.0597,1
corner,driven,far_post,Hybrid,5,4,9,3,1,1,0,0,0,0,0,0,1,0.1423,1
free_kick_central,driven,wide_channel,Deep Zonal,3,2,10,0,0,1,0,0,1,0,0,0,0,0.1121,1
free_kick_central,long,far_post,High Zonal,4,6,8,2,1,0,0,0,0,0,1,0,0,0.165,1
free_kick_wide,long,edge_box,High Zonal,7,6,10,0,0,0,0,1,0,1,0,1,0,0.104,0
kick_off,long,far_post,Man-to-Man,5,7,4,3,0,0,0,1,0,0,0,1,0,0.1373,0
goal_kick,short,near_post,Man-to-Man,9,6,2,1,0,0,0,1,1,0,1,0,1,0.0675,1
corner,straight,near_post,Hybrid,8,1,8,1,0,0,0,1,1,0,0,0,0,0.0946,1
play_restart,long,central,High Zonal,4,7,6,1,0,0,0,1,1,0,0,0,0,0.1252,1
kick_off,short,edge_box,Deep Zonal,5,5,5,4,1,1,0,1,0,0,0,0,0,0.0803,1
corner,straight,central,High Zonal,3,4,3,4,1,0,0,1,1,0,1,1,0,0.171,1
goal_kick,inswinger,far_post,Deep Zonal,3,2,1,1,0,0,0,0,0,1,0,1,0,0.0274,0
corner,long,near_post,Hybrid,9,4,2,0,1,0,0,1,0,1,0,1,0,0.1102,1
play_restart,short,penalty_spot,Hybrid,6,6,7,2,0,0,0,1,1,0,0,1,0,0.1417,1
throw_in,outswinger,six_yard,Deep Zonal,10,5,3,3,1,0,0,1,0,1,0,1,0,0.0787,1
throw_in,straight,penalty_spot,High Zonal,5,1,10,4,1,0,0,0,0,1,0,0,0,0.1507,1
corner,outswinger,wide_channel,Hybrid,5,6,5,4,1,0,0,0,0,0,0,0,0,0.0726,1
kick_off,lofted,near_post,High Zonal,7,6,1,3,0,0,0,1,1,1,1,0,0,0.0788,1
corner,driven,near_post,High Zonal,5,5,7,0,0,0,0,0,0,0,0,1,0,0.1163,1
corner,short,far_post,Deep Zonal,7,2,7,0,1,0,0,0,1,0,0,1,0,0.0668,0
corner,straight,central,Hybrid,4,3,2,0,0,1,0,0,1,0,0,0,0,0.1123,1
goal_kick,long,edge_box,Hybrid,3,4,9,1,0,0,0,1,0,1,0,1,0,0.1448,1
corner,short,edge_box,Deep Zonal,10,7,8,3,1,0,0,0,1,0,0,0,0,0.0543,1
kick_off,lofted,near_post,Deep Zonal,5,6,6,4,0,0,1,0,0,0,0,1,0,0.1056,1
throw_in,inswinger,wide_channel,High Zonal,3,1,2,3,0,0,0,0,0,1,1,0,0,0.0573,1
corner,inswinger,near_post,Deep Zonal,5,1,5,4,0,0,0,0,1,1,0,0,1,0.1442,1
corner,short,edge_box,Man-to-Man,6,1,10,1,0,0,0,1,0,0,0,0,0,0.1172,1
corner,outswinger,far_post,Deep Zonal,7,7,3,3,0,0,0,1,1,0,0,1,0,0.0832,1
throw_in,short,edge_box,Hybrid,9,7,10,0,1,0,0,1,1,0,1,0,1,0.0966,1
goal_kick,driven,near_post,Deep Zonal,10,2,2,0,1,1,0,1,0,0,1,0,0,0.0845,0
corner,inswinger,wide_channel,Hybrid,5,7,7,4,0,0,1,0,1,0,1,0,1,0.1342,1
goal_kick,straight,wide_channel,Man-to-Man,4,4,4,2,0,0,1,0,0,1,0,0,0,0.0568,1
corner,long,far_post,Man-to-Man,4,3,1,3,0,0,0,1,0,0,0,0,0,0.0782,1
goal_kick,driven,far_post,Hybrid,4,6,7,4,0,0,1,1,0,0,0,0,0,0.1572,1
play_restart,straight,penalty_spot,Hybrid,3,1,5,2,0,0,0,1,1,0,1,0,1,0.1296,1
goal_kick,outswinger,penalty_spot,Deep Zonal,3,1,4,0,0,0,0,1,1,0,0,1,0,0.1103,1
throw_in,short,penalty_spot,Deep Zonal,6,2,3,3,0,1,0,0,1,0,1,0,0,0.1093,1
goal_kick,straight,penalty_spot,Man-to-Man,8,5,5,4,0,1,0,0,0,1,0,0,0,0.1044,1
corner,driven,six_yard,High Zonal,10,6,2,1,0,0,0,1,1,0,0,0,0,0.1616,0
corner,short,penalty_spot,Man-to-Man,5,4,6,2,1,1,1,0,1,1,0,1,1,0.1707,1
corner,outswinger,central,Deep Zonal,5,4,1,3,1,0,0,1,0,0,0,0,0,0.1455,0
free_kick_central,long,wide_channel,Hybrid,9,5,3,3,0,1,0,0,0,0,0,1,0,0.1132,1
goal_kick,short,central,High Zonal,8,1,6,0,0,1,1,1,0,1,0,1,1,0.1425,1
throw_in,inswinger,near_post,Man-to-Man,9,5,8,0,0,0,0,1,1,1,0,0,1,0.1254,0
goal_kick,short,wide_channel,Man-to-Man,4,6,4,3,1,0,0,1,0,0,1,0,0,0.065,1
corner,lofted,central,High Zonal,3,3,7,0,1,1,0,1,1,1,0,1,0,0.2412,1
throw_in,long,near_post,Man-to-Man,7,5,10,2,1,1,0,1,1,1,0,0,0,0.2233,0
corner,outswinger,penalty_spot,Man-to-Man,6,3,6,1,1,0,0,1,0,0,0,0,0,0.1653,1
corner,long,six_yard,Deep Zonal,5,7,8,2,1,0,0,1,1,0,1,1,0,0.2029,1
throw_in,outswinger,near_post,Man-to-Man,11,2,5,4,0,0,0,1,0,0,0,0,0,0.071,0
play_restart,short,far_post,Deep Zonal,4,1,3,4,1,1,1,1,0,1,1,0,0,0.0878,1
throw_in,short,near_post,Man-to-Man,5,7,4,3,0,1,0,1,0,0,0,0,0,0.1537,1
corner,outswinger,far_post,High Zonal,9,4,4,1,0,0,0,1,1,0,0,1,0,0.1014,1
throw_in,outswinger,central,Deep Zonal,7,3,6,3,0,0,1,1,1,0,0,1,0,0.1336,0
corner,lofted,near_post,High Zonal,5,6,2,0,0,0,0,1,0,0,0,0,0,0.1138,1
kick_off,outswinger,wide_channel,High Zonal,7,2,8,4,0,1,0,0,1,0,0,1,1,0.1006,1
throw_in,driven,penalty_spot,High Zonal,6,3,2,4,0,0,0,1,0,0,0,0,0,0.1,1
corner,long,six_yard,High Zonal,5,1,8,1,1,1,1,1,1,0,1,1,0,0.203,0
corner,short,wide_channel,Man-to-Man,9,4,5,0,0,0,0,1,1,0,0,0,0,0.0577,0
corner,inswinger,wide_channel,High Zonal,10,6,8,4,0,0,0,1,0,1,1,0,0,0.1415,1
play_restart,outswinger,edge_box,Deep Zonal,3,7,2,0,0,0,0,1,1,1,1,0,1,0.1116,1
free_kick_central,inswinger,central,High Zonal,3,4,3,0,1,0,0,0,1,1,1,0,1,0.2074,1
goal_kick,short,six_yard,Deep Zonal,11,1,3,0,0,1,0,1,0,0,0,0,0,0.0661,0
throw_in,lofted,far_post,High Zonal,5,2,8,0,0,0,0,0,0,0,0,0,0,0.0954,0
penalty,driven,central,Deep Zonal,3,2,3,4,0,0,0,1,1,1,1,0,1,0.8273,0
corner,inswinger,far_post,High Zonal,8,7,4,2,1,1,1,1,1,1,0,0,0,0.1586,1
play_restart,outswinger,central,Man-to-Man,5,5,2,0,1,1,0,1,1,0,1,0,0,0.1515,0
free_kick_wide,inswinger,far_post,Deep Zonal,11,7,3,4,0,1,0,1,0,0,0,0,0,0.1222,1
penalty,lofted,edge_box,Man-to-Man,11,6,9,2,0,0,0,1,1,0,0,0,1,0.7409,1
throw_in,outswinger,far_post,Hybrid,3,7,2,3,0,0,0,1,1,0,0,0,1,0.0919,1
throw_in,outswinger,central,Deep Zonal,4,2,10,2,0,0,1,1,0,0,0,1,0,0.1362,1
play_restart,short,near_post,Man-to-Man,8,4,9,0,1,1,0,1,0,1,0,0,0,0.1686,1
corner,short,six_yard,Hybrid,6,1,10,3,0,0,0,1,1,1,0,0,0,0.1431,0
free_kick_central,outswinger,far_post,Deep Zonal,3,3,7,4,1,1,0,1,0,0,0,0,1,0.1466,1
free_kick_wide,long,far_post,High Zonal,7,3,7,4,0,0,0,1,0,1,1,1,0,0.1026,0
free_kick_central,inswinger,edge_box,Man-to-Man,8,2,9,3,0,0,0,0,0,0,1,0,0,0.1162,1
corner,inswinger,six_yard,Man-to-Man,11,1,8,3,1,1,0,0,0,0,1,0,1,0.1579,1
corner,inswinger,far_post,Deep Zonal,6,3,6,3,1,0,0,1,1,0,0,0,0,0.1338,1
corner,straight,penalty_spot,Deep Zonal,10,1,5,4,0,0,0,1,0,1,0,0,0,0.1149,1
free_kick_wide,lofted,central,High Zonal,6,5,9,2,1,0,0,1,0,0,0,0,0,0.167,1
free_kick_wide,short,wide_channel,Man-to-Man,9,2,4,4,0,1,0,0,0,0,0,1,0,0.0539,0
throw_in,long,penalty_spot,Man-to-Man,11,2,6,1,1,0,0,1,1,1,0,0,0,0.0966,0
throw_in,outswinger,edge_box,Man-to-Man,10,1,1,1,0,0,0,1,1,0,1,1,0,0.0567,0
free_kick_wide,long,near_post,Deep Zonal,9,4,7,0,0,1,1,1,1,0,1,0,0,0.0981,1
free_kick_wide,lofted,penalty_spot,High Zonal,10,2,2,2,1,0,0,1,1,0,1,0,0,0.1661,0
corner,straight,central,Man-to-Man,4,5,1,3,0,1,1,0,1,0,0,1,1,0.2005,1
throw_in,lofted,far_post,Man-to-Man,10,7,3,2,0,1,0,1,1,0,0,0,1,0.146,0
free_kick_wide,short,edge_box,High Zonal,11,6,7,0,1,0,0,1,1,0,1,1,0,0.1096,1
corner,long,edge_box,High Zonal,11,1,9,2,0,0,0,0,1,1,1,1,0,0.089,1
free_kick_wide,outswinger,central,Deep Zonal,5,1,6,2,1,0,0,1,0,0,0,0,1,0.1133,0
free_kick_central,short,six_yard,High Zonal,6,7,7,0,0,0,0,0,0,0,0,1,1,0.194,0
corner,short,central,High Zonal,9,7,3,2,0,0,0,1,1,0,0,0,0,0.0888,1
penalty,lofted,penalty_spot,Man-to-Man,3,3,2,1,0,0,1,0,1,0,1,0,1,0.7616,1
penalty,lofted,near_post,Deep Zonal,9,4,2,2,0,0,0,1,0,0,1,1,0,0.7537,0
throw_in,straight,central,Deep Zonal,5,3,1,0,0,1,1,1,0,0,1,0,0,0.136,1
throw_in,lofted,six_yard,Man-to-Man,10,5,4,4,0,0,1,0,0,0,0,0,0,0.1121,1
throw_in,driven,near_post,High Zonal,8,2,8,1,1,0,0,1,1,1,1,0,1,0.139,1
free_kick_wide,short,wide_channel,High Zonal,6,7,1,2,0,0,0,1,0,0,1,1,0,0.0737,1
goal_kick,inswinger,central,Deep Zonal,3,3,4,0,0,0,0,0,0,0,0,1,0,0.109,1
penalty,inswinger,edge_box,Deep Zonal,9,2,7,2,1,0,0,0,1,1,1,0,0,0.7416,1
free_kick_wide,inswinger,near_post,Man-to-Man,7,3,1,1,0,0,0,1,0,1,1,0,0,0.1449,1
throw_in,inswinger,penalty_spot,High Zonal,8,7,6,0,1,0,0,1,1,0,0,0,0,0.215,1
free_kick_wide,lofted,wide_channel,Deep Zonal,3,3,4,2,0,0,1,1,0,0,0,0,0,0.0694,1
free_kick_central,outswinger,penalty_spot,Man-to-Man,6,6,10,1,1,0,1,1,1,1,0,1,0,0.2486,1
throw_in,long,central,Hybrid,9,6,5,1,1,0,0,1,1,0,0,0,0,0.1367,1
kick_off,short,edge_box,Man-to-Man,11,7,6,0,0,1,0,1,0,1,0,0,0,0.0832,1
play_restart,short,edge_box,Man-to-Man,6,2,9,3,0,0,1,1,0,0,0,0,0,0.0931,1
free_kick_central,outswinger,near_post,Hybrid,5,3,8,0,0,0,1,1,0,1,0,0,0,0.1388,1
free_kick_central,short,edge_box,Man-to-Man,9,6,6,2,0,0,0,0,0,0,0,0,0,0.1236,1
goal_kick,short,edge_box,Man-to-Man,5,1,7,2,0,1,1,1,1,0,1,0,0,0.0931,1
free_kick_wide,short,edge_box,Man-to-Man,10,1,5,3,0,0,1,0,0,0,0,1,0,0.0778,1
goal_kick,inswinger,central,Hybrid,8,1,7,2,0,0,0,0,0,1,0,0,1,0.0936,1
free_kick_central,long,far_post,Hybrid,11,1,4,3,1,0,0,0,1,0,1,0,0,0.079,1
corner,inswinger,wide_channel,High Zonal,4,6,4,4,0,1,0,1,1,0,1,1,0,0.1789,1
corner,short,penalty_spot,Deep Zonal,3,3,9,1,1,0,0,0,0,0,0,1,0,0.1591,1
goal_kick,straight,far_post,Man-to-Man,10,1,5,0,1,0,0,0,0,0,0,1,0,0.0591,0
corner,outswinger,wide_channel,Man-to-Man,5,5,6,3,0,0,0,1,1,0,0,0,0,0.097,1
corner,driven,central,Deep Zonal,6,3,2,0,0,0,1,0,0,0,0,1,0,0.1254,0
free_kick_wide,inswinger,far_post,Man-to-Man,5,1,4,1,0,0,0,0,1,1,0,0,0,0.1323,1
corner,lofted,edge_box,Deep Zonal,6,7,7,3,1,0,1,0,1,0,1,0,1,0.1182,1
free_kick_wide,driven,edge_box,Man-to-Man,11,5,6,3,1,0,0,1,0,0,0,1,0,0.1271,1
goal_kick,straight,wide_channel,Man-to-Man,9,4,4,0,0,0,0,1,1,0,0,0,0,0.0522,1
corner,outswinger,edge_box,Hybrid,3,7,1,2,1,1,0,1,0,0,0,0,0,0.1444,1
goal_kick,inswinger,central,Hybrid,10,2,6,3,0,0,0,0,0,0,0,1,0,0.0875,1
goal_kick,lofted,far_post,Man-to-Man,6,5,4,1,0,0,0,0,0,0,0,1,0,0.0652,0
